0.334519, 0.577422, 0.171948, 1
0.508197, 0.28579, 0.401129, 2
1.0, 0.594653, 0.377691, 2
0.275705, 0.461328, 0.277481, 0
1.0, 0.28579, 0.207963, 2
1.0, 0.309754, 0.508316, 2
0.43206, 0.291729, 0.674741, 0
0.234048, 0.54174, 0.181738, 3
0.318324, 0.509994, 0.194058, 2
0.4896, 0.247772, 0.604846, 2
1.0, 0.295634, 0.2918, 2
0.609834, 0.28579, 0.15368, 2
0.244194, 0.602087, 0.41671, 1
0.455103, 0.230808, 0.504116, 0
0.356973, 0.291729, 0.518608, 3
0.677884, 1.0, 0.367332, 1
0.545187, 0.509914, 0.519265, 2
0.379486, 0.400184, 0.282626, 0
0.321503, 0.257914, 0.481579, 2
0.51382, 0.509994, 0.292113, 3
0.229954, 0.274651, 0.519265, 1
0.561923, 0.28579, 0.590732, 2
0.585147, 0.309754, 0.554692, 2
0.722238, 0.594653, 0.767858, 2
0.496984, 1.0, 0.30913, 1
0.364178, 1.0, 0.508316, 0
0.334679, 0.790213, 0.528805, 0
0.35772, 0.577424, 0.220337, 3
0.306613, 0.637163, 0.195759, 1
0.609834, 0.461328, 0.195759, 2
0.35772, 0.241044, 0.53065, 3
0.35772, 0.417319, 0.327999, 2
0.63152, 0.35375, 0.674741, 2
0.234048, 0.236231, 0.114997, 1
0.568306, 0.351569, 0.299728, 2
0.258107, 0.362829, 0.282626, 1
1.0, 0.731259, 0.559126, 0
0.292685, 0.790213, 0.195759, 3
0.647476, 0.32406, 0.590508, 0
0.722238, 0.481294, 0.22144, 2
0.574073, 0.474967, 0.221328, 0
0.280939, 0.314012, 0.185093, 0
0.413181, 0.287822, 0.388979, 0
0.585147, 0.404581, 0.363521, 3
0.442778, 0.338034, 0.348779, 1
0.43206, 1.0, 0.57515, 3
0.403956, 0.535876, 0.503868, 3
0.51382, 1.0, 0.399266, 1
0.266848, 0.241044, 0.508316, 0
0.334519, 0.241326, 0.331361, 0
0.19634, 0.274651, 0.185093, 1
0.324183, 0.297559, 0.201704, 2
0.4896, 0.461328, 0.245629, 3
1.0, 0.425177, 0.508316, 2
0.345517, 0.287822, 0.226129, 3
0.286457, 0.33743, 0.13237, 2
0.568306, 0.790213, 0.674741, 0
0.44829, 0.278818, 0.269715, 3
1.0, 0.510313, 0.166811, 3
0.348916, 0.58673, 0.263344, 1
0.292685, 1.0, 0.590732, 1
0.306613, 0.320081, 0.20627, 3
0.455103, 0.54174, 0.674741, 0
0.374703, 1.0, 0.213305, 1
0.330282, 1.0, 0.519265, 1
1.0, 0.362829, 0.454972, 2
0.233846, 1.0, 0.288312, 0
0.292685, 0.399786, 0.195759, 2
0.418876, 0.414931, 0.590508, 3
0.62134, 0.790213, 0.575385, 3
0.292685, 0.404581, 0.276511, 0
0.306613, 0.28579, 0.151686, 0
0.260131, 0.315292, 0.224375, 0
0.293585, 0.313663, 0.674741, 0
1.0, 0.594653, 0.528805, 2
0.60853, 0.347394, 0.195759, 2
1.0, 0.699394, 0.554692, 2
1.0, 0.283597, 0.195759, 2
0.605263, 0.431133, 0.508316, 2
1.0, 0.38304, 0.504116, 0
0.43206, 0.443077, 0.528805, 2
0.280939, 0.287822, 0.674741, 0
0.275705, 0.291729, 0.213367, 3
0.491598, 0.421167, 0.30368, 0
0.51957, 0.28579, 0.151686, 2
0.66613, 0.311467, 0.21911, 2
0.196393, 0.544431, 0.603356, 1
0.496984, 1.0, 0.14315, 0
0.635326, 0.508362, 0.674741, 0
0.481695, 0.352561, 0.590732, 0
0.264212, 0.262495, 0.226129, 3
0.722238, 0.241044, 0.348779, 2
0.356664, 0.54174, 0.207527, 0
0.51382, 0.356222, 0.603356, 0
1.0, 0.303174, 0.363173, 2
0.35772, 0.550287, 0.322836, 3
0.608643, 0.550287, 0.197212, 2
0.343647, 0.510313, 0.519265, 1
0.348426, 0.230808, 0.363591, 2
0.336409, 0.594653, 0.415564, 3
0.233846, 0.241432, 0.101922, 3
0.292685, 0.237109, 0.193815, 2
0.28051, 0.320081, 0.282626, 0
0.384816, 0.509994, 0.282626, 3
0.5193, 0.291729, 0.195759, 2
0.585147, 0.585022, 0.30913, 3
0.465435, 0.340752, 0.531174, 3
0.268115, 0.230808, 0.330136, 0
0.178362, 0.222424, 0.034074, 1
1.0, 0.561866, 0.414007, 2
0.450051, 0.309353, 0.519265, 3
0.304856, 0.464989, 0.527757, 0
0.51957, 0.241044, 0.282626, 2
0.334519, 1.0, 0.527757, 0
0.334519, 0.330754, 0.674741, 0
0.491598, 0.267536, 0.195759, 3
0.369846, 0.459036, 0.590508, 0
0.43206, 0.63964, 1.0, 0
0.334519, 0.461328, 0.504116, 0
0.43206, 0.790213, 0.518608, 1
0.475752, 0.503275, 0.279135, 3
0.334679, 0.355109, 0.463299, 1
1.0, 0.731259, 0.263344, 2
0.306613, 0.262495, 0.251889, 0
0.590904, 0.291729, 0.186632, 2
0.35772, 0.274651, 0.319289, 0
0.292685, 0.230808, 0.075201, 3
0.518054, 0.790213, 0.527757, 1
0.609834, 0.509994, 0.5024, 0
0.222641, 0.456463, 0.326612, 1
0.280939, 0.236231, 0.230546, 3
0.334519, 0.28261, 0.674741, 3
0.233846, 0.528924, 0.282626, 1
1.0, 0.362104, 0.348779, 0
1.0, 0.249888, 0.195759, 2
0.511857, 0.26637, 0.195759, 2
0.556011, 0.291729, 0.275575, 2
0.609834, 0.421167, 0.435927, 3
0.679898, 0.28579, 0.195759, 2
0.258107, 0.340244, 0.162594, 3
0.280939, 0.461328, 0.674741, 0
0.351697, 0.282831, 0.170613, 0
0.46671, 0.459036, 1.0, 0
0.534807, 0.421442, 0.588441, 0
0.464332, 1.0, 0.508316, 0
0.306613, 0.731259, 0.528805, 1
0.45582, 0.28579, 0.171948, 2
1.0, 0.309754, 0.317389, 2
0.442778, 0.241432, 0.554692, 2
0.605263, 0.28579, 0.53065, 2
0.247991, 0.387691, 0.250729, 3
0.42048, 0.276964, 0.508316, 2
0.375646, 0.291729, 0.590508, 3
0.422664, 0.53711, 0.590508, 1
0.574073, 0.287822, 0.674741, 0
0.511324, 0.355029, 0.384899, 0
0.334519, 0.322857, 0.149044, 0
0.455103, 0.790213, 0.603356, 1
0.250414, 0.274651, 0.674741, 0
0.43206, 0.417319, 0.230971, 0
0.292685, 0.461328, 0.243824, 0
0.306613, 0.291729, 0.207963, 2
0.404399, 0.377239, 0.282626, 1
0.427294, 0.274651, 0.195759, 2
0.66613, 0.344104, 0.518608, 2
0.616983, 0.287822, 0.619316, 2
0.699737, 0.28579, 0.674741, 0
0.349659, 0.540842, 0.21734, 0
0.280939, 0.464989, 0.575385, 1
0.341396, 0.287822, 0.504116, 0
0.346746, 0.549715, 0.337758, 3
0.233846, 0.230808, 0.089521, 1
1.0, 0.503275, 0.216299, 2
0.386891, 0.421167, 0.251889, 0
0.234048, 0.291729, 0.308955, 0
0.233846, 0.369463, 0.385999, 0
0.275705, 0.298829, 0.270033, 1
0.280939, 0.274651, 0.293107, 1
0.369839, 0.594653, 0.425651, 3
0.280939, 0.291729, 0.540875, 0
0.722238, 0.302822, 0.240077, 0
0.334519, 0.325332, 0.374002, 0
0.334679, 1.0, 0.359791, 1
0.51382, 0.790213, 0.354278, 1
0.360658, 0.631805, 0.195759, 1
0.234398, 0.291729, 0.142346, 3
0.233846, 0.358928, 0.41671, 3
0.585147, 0.730687, 0.41671, 1
0.306613, 0.241044, 0.195759, 0
1.0, 0.594653, 0.282247, 2
0.437052, 0.248264, 0.151686, 2
0.538312, 0.472583, 0.196289, 2
0.508197, 0.790213, 0.228941, 1
0.5193, 0.266433, 0.168064, 2
0.28294, 0.490942, 0.223674, 1
0.452042, 0.292355, 0.247104, 2
1.0, 0.790213, 0.525596, 1
0.499325, 0.291729, 0.284817, 0
0.256966, 0.41908, 0.381511, 0
